presentation_sequence,analysis_role,region_vantage,case_id,model_id,family_id,tier_id,position_id,repeat,included_in_primary_accuracy,automatic_retry_allowed
290,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:32k:middle:r3,deepseek-v4-pro,multi_hop_join,32k,middle,3,true,false
291,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:512k:beginning:r1,deepseek-v4-pro,multi_hop_join,512k,beginning,1,true,false
292,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:512k:beginning:r2,deepseek-v4-pro,multi_hop_join,512k,beginning,2,true,false
293,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:512k:beginning:r3,deepseek-v4-pro,multi_hop_join,512k,beginning,3,true,false
294,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:512k:end:r1,deepseek-v4-pro,multi_hop_join,512k,end,1,true,false
295,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:512k:end:r2,deepseek-v4-pro,multi_hop_join,512k,end,2,true,false
296,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:512k:end:r3,deepseek-v4-pro,multi_hop_join,512k,end,3,true,false
297,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:512k:middle:r1,deepseek-v4-pro,multi_hop_join,512k,middle,1,true,false
298,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:512k:middle:r2,deepseek-v4-pro,multi_hop_join,512k,middle,2,true,false
299,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:512k:middle:r3,deepseek-v4-pro,multi_hop_join,512k,middle,3,true,false
300,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:950k:beginning:r1,deepseek-v4-pro,multi_hop_join,950k,beginning,1,true,false
301,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:950k:beginning:r2,deepseek-v4-pro,multi_hop_join,950k,beginning,2,true,false
302,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:950k:beginning:r3,deepseek-v4-pro,multi_hop_join,950k,beginning,3,true,false
303,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:950k:end:r1,deepseek-v4-pro,multi_hop_join,950k,end,1,true,false
304,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:950k:end:r2,deepseek-v4-pro,multi_hop_join,950k,end,2,true,false
305,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:950k:end:r3,deepseek-v4-pro,multi_hop_join,950k,end,3,true,false
306,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:950k:middle:r1,deepseek-v4-pro,multi_hop_join,950k,middle,1,true,false
307,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:950k:middle:r2,deepseek-v4-pro,multi_hop_join,950k,middle,2,true,false
308,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:950k:middle:r3,deepseek-v4-pro,multi_hop_join,950k,middle,3,true,false
309,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:128k:beginning:r1,deepseek-v4-pro,single_record,128k,beginning,1,true,false
310,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:128k:beginning:r2,deepseek-v4-pro,single_record,128k,beginning,2,true,false
311,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:128k:beginning:r3,deepseek-v4-pro,single_record,128k,beginning,3,true,false
312,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:128k:end:r1,deepseek-v4-pro,single_record,128k,end,1,true,false
313,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:128k:end:r2,deepseek-v4-pro,single_record,128k,end,2,true,false
314,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:128k:end:r3,deepseek-v4-pro,single_record,128k,end,3,true,false
315,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:128k:middle:r1,deepseek-v4-pro,single_record,128k,middle,1,true,false
316,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:128k:middle:r2,deepseek-v4-pro,single_record,128k,middle,2,true,false
317,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:128k:middle:r3,deepseek-v4-pro,single_record,128k,middle,3,true,false
318,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:32k:beginning:r1,deepseek-v4-pro,single_record,32k,beginning,1,true,false
319,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:32k:beginning:r2,deepseek-v4-pro,single_record,32k,beginning,2,true,false
320,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:32k:beginning:r3,deepseek-v4-pro,single_record,32k,beginning,3,true,false
321,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:32k:end:r1,deepseek-v4-pro,single_record,32k,end,1,true,false
322,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:32k:end:r2,deepseek-v4-pro,single_record,32k,end,2,true,false
323,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:32k:end:r3,deepseek-v4-pro,single_record,32k,end,3,true,false
324,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:32k:middle:r1,deepseek-v4-pro,single_record,32k,middle,1,true,false
325,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:32k:middle:r2,deepseek-v4-pro,single_record,32k,middle,2,true,false
326,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:32k:middle:r3,deepseek-v4-pro,single_record,32k,middle,3,true,false
327,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:512k:beginning:r1,deepseek-v4-pro,single_record,512k,beginning,1,true,false
328,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:512k:beginning:r2,deepseek-v4-pro,single_record,512k,beginning,2,true,false
329,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:512k:beginning:r3,deepseek-v4-pro,single_record,512k,beginning,3,true,false
330,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:512k:end:r1,deepseek-v4-pro,single_record,512k,end,1,true,false
331,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:512k:end:r2,deepseek-v4-pro,single_record,512k,end,2,true,false
332,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:512k:end:r3,deepseek-v4-pro,single_record,512k,end,3,true,false
333,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:512k:middle:r1,deepseek-v4-pro,single_record,512k,middle,1,true,false
334,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:512k:middle:r2,deepseek-v4-pro,single_record,512k,middle,2,true,false
335,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:512k:middle:r3,deepseek-v4-pro,single_record,512k,middle,3,true,false
336,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:950k:beginning:r1,deepseek-v4-pro,single_record,950k,beginning,1,true,false
337,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:950k:beginning:r2,deepseek-v4-pro,single_record,950k,beginning,2,true,false
338,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:950k:beginning:r3,deepseek-v4-pro,single_record,950k,beginning,3,true,false
339,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:950k:end:r1,deepseek-v4-pro,single_record,950k,end,1,true,false
340,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:950k:end:r2,deepseek-v4-pro,single_record,950k,end,2,true,false
341,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:950k:end:r3,deepseek-v4-pro,single_record,950k,end,3,true,false
342,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:950k:middle:r1,deepseek-v4-pro,single_record,950k,middle,1,true,false
343,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:950k:middle:r2,deepseek-v4-pro,single_record,950k,middle,2,true,false
344,primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:950k:middle:r3,deepseek-v4-pro,single_record,950k,middle,3,true,false
